id,text,Emotion,Offensive,Hate
7486,RT @CjKrLtOz: طفشانه تبي نسولف ونتسلى مع بعض<LF> الخاص مفتوح 🔥 !🔥👅<LF>#سِِكُسْ_كتَابي,anticipation,yes,not_hate
398,اوكي خلص رايحة اختفي  بنتفلكس اف,pessimism,no,
2010,عسل بلدي من مناحلنا بالجنوب <LF>خصم 20% على جميع أنواع العسل البلدي والسمن البري <LF> <LF>للطلب والاستفسار: 0551132436 -- 0172311114<LF>يوجد توصيل أينما كنت في المملكة 🍯<LF><LF>#عسل_طبيعي #عسل_السدر #الطلح #السمرة #المجري #الزهور #أبها #الرياض #السعودية #عسير #الدمام #المدينة #جدة #سلطان_العسل https://t.co/d1Y6w4DMji,neutral,no,
5166,@AlleenMost @mustafakamilm اذا تقصد سجن واعدام الخونة والعملاء ظلم فهذه كارثة لهذا العملاء يحكمون البلاد الان. اقسم بالله اني انسان بسيط لم اكن في اي جهاز حساس او مستفيد لكن لماذا لم اسجن انا او كثير من الذين اعرفهم ظلما؟ ولماذا لم يطرق بابنا احد من الامن او الحزبيين. اصلا صدام مقصر كان ويه الخونه,anger,no,
8333,#سكّس_كتابيً  #معصيتي_راحتيْ  #شوقر_دادي.   Zzzzابي وحده تعرض كام بمقابل تحويل او بطاقات من اي نوع ببالها تجي<LF><LF>ولله بكل سريه<LF><LF>او اي شي تبي او<LF><LF>من فوق عمر ٢٨<LF><LF>او تقابل في الرياض<LF><LF>حتا لو متزوجه ومحرومه بسريه<LF><LF>تعالي لا تخافي,disgust,yes,not_hate
1283,مبادره<LF><LF>#فرجت_والرجا_فالله <LF>#ضمير <LF>أبشششركم جاها سداااد 300 عساها فميزان حسناتكم ومن سددها يارب<LF>عبر الخاص<LF>♦️ والدي<LF>❗يعول أسرة مريض سكر وضغط<LF>❗يعلم الله نحن في ضيق منذ 4 سنين وأملي بالله ثم بكم<LF>❗الحالة صعبة تكفون<LF>@Samar_1010 <LF>🥀رسمية من العدل<LF>181804991<LF>المبلغ 20512 https://t.co/meFBjdUZ87,anticipation,no,
6217,اتمنى لفريق #الهلال السلامة ، وندعو الله ان يمن على مصابي #كورونا بالشفاء العاجل ، ونتمنى نجاح جهود اتحاد كرة القدم السعودي وادارة النادي مع الاتحاد الاسيوي في التوصل الى حل مناسب لاحلال بعض اللاعبين .<LF>في تويتر كلام كثير .. اغلبه اراء مسؤوله والبعض اراء لاتستحق حتى التعليق .,anticipation,no,
6448,"قواعد1<LF>إلي يحطك على هامش الرف إكسر<LF>الرف على راسه وأمشي<LF>2<LF>قابل الإهمال بإهمال أبشع منه<LF>3<LF>لاتأخذ بالكلام,ركز بالأفعال<LF>4<LF>أبني فـ نفسك شخص مايحتاج فـ اليوم الصعب ملجأ<LF>5<LF>إترك بنفسك قناعه إن الخسارة هي خسارة العافيه والجنه<LF>6<LF>خليك مؤمن بأن ماف شخص يقدر ينزع حزنك إلاانت وإرادتك",optimism,no,
4256,اللهم يارب ياكريم انني افوز بالبيت ويكون من نصيبي 🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤❤️❤️❤️❤️❤️❤️❤️💐💐💐💐💐💐💐💐💐💐💐💐💐 #فيلا_بوابه_الشرق29,anticipation,no,
1836,لله في تأخيره تدبير عظيم... فاصبر♥️,optimism,no,
7297,⠀⠀❥|❁<LF><LF>﮼ممُيزۿ ، <LF>ﭑنا لست ڪ تلَك و ﻼ ﭑشبهہ ۿذه، <LF>وليس لِي صلهہ بـ هؤلاء ﭑلنسوۿ و ﻼ ﭑدჺـٰي ﭑلملائڪيۿ و ﻼ ﭑنزه نفسـჂ̤ <LF>ﭑنا فقط مُختلفههہ و ڪفىٰ .<LF>══════════════<LF><LF>#الغاده 🕊♥️ https://t.co/PK5OHL2Bvt,anticipation,no,
1019,@riyadiyatv وزير الرياضة لم يطالب بتحقيق في اطفاء الاضاءة بتتويج النصر ولم يحاسب احد...العام الماضي... تشغيل الرشاشات في مباراة النصر والهلال كذلك لم يطالب بتحقيق ،وحالياً نفس الوضع يحصل...<LF>اي رياضة تعرفونها ما دام من يقود دفتها اصحاب اللون الأزرق المتعصب...,anger,no,
6379,RT @Ah6Malka: الثائر الحق هو من يثور ليهدم الفساد، ثم يهدأ لبناء الأمجاد”.<LF><LF>#قرار_التعيين_الاهلي_مرفوض https://t.co/WRHn4AT2C7,anger,no,
1326,RT @__Ajr6: أمسينا وأمسى الملك لله والحمد لله ، ولا إله إلا الله وحده لا شريك له ، له الملك وله الحمد وهو على كل شيء قدير.,confidence,no,
6477,لا جديد يذكر ولا قديم يعاد<LF>يعني ايه الدوري المصري<LF>❤️❤️❤️❤️❤️❤️❤️<LF>💪💪💪💪💪💪💪<LF>🦅🦅🦅🦅🦅🦅🦅 https://t.co/Gdhla2cnMA,joy,no,
475,🤍💙🤍💙🤍💙<LF><LF>الف الف مبروك الفوز ياعالميين وعالميات وثلاث نقاط مهمه تقربنا من التتويج وتحقيق اللقب 60 باأذن الله ،،<LF><LF>🤍🤍💙💙🤍🤍<LF>🤍🤍💙💙🤍🤍<LF>🤍🤍💙💙🤍🤍<LF><LF> #الهلال_العداله https://t.co/Kxn0W1VHQK,joy,no,
2810,لطالما اتهموا الإخوان المسلمين بالعمالة للصهاينة، وعلى ذلك الأساس اطاحوا بمرسي، وحاربوا النهضة، وساندوا حفتر،<LF>اليوم يطبعون علنا مع الصهاينة دون حياء ويخونون قضية المسلمين الأولى،<LF>فهل أدرك المعيز الذين هللوا للسيسي وشمتوا بسقوط مرسي، المخطط الخبيث؟<LF>#التطبيع_خيانة<LF>#أبق_الوعي_حيا,anger,no,
6623,بعد ايه يا ابن الوىىىخه ، فيريرا او جروس بعد ايه الله يلعنك فوق اي ارض تحت اي سما,disgust,yes,not_hate
1651,الدوري السعودي : العدالة 0 - 1 الهلال | هدف غوميز<LF><LF>• • ••  سناب شات :  https://t.co/vJR8rn5cOP  <LF><LF>⇩⚽ تليجرام : ء https://t.co/UwJdmzYMAd https://t.co/DyfYmFrT8Y,neutral,no,
8166,كرهههم للبينكز لدرجه يخليهم يتمنون تعاون مع اقذر مخلوق على وجهه الارض https://t.co/YfAdHtZ17g,disgust,yes,not_hate
7514,@AdaliChaimae @thamer69725944 ودي انها تجيني اوديها الصالون وتجميل هاذ إن فاد فيها🤣,anticipation,no,
2528,@Altaitali انقنهم سخفوها نفس موضوع خلاص واحد تكلم وانتشر ما فيش داعي تحكي نفس كلامه,neutral,no,
1206,(ربي إني مسني الضر وأنت أرحم الراحمين) <LF>والله عاطل واعول اسره وموعود بوظيفة إذا سددتها ورفعو الخدمات تكفون ساعدوني بما تجود به نفسك القليل عظيم عند رب العالمين <LF>اسأل الله ان يرفع قدركم ويقضي حوائجكم <LF><LF>رقم #فاتوره_التنفيذ القضائي <LF><LF>1937355480<LF><LF>المبلغ<LF> 39000 <LF><LF>#اماراتى #راحتي,anticipation,no,
5729,منك لله ي اتحاد ي خرابه انت,anger,yes,not_hate
5469,عبدالعزيز الدوسري لاعب الاتفاق السابق والمنتخب يوضح بانه تلقى عدة اتصالات بعد ان قال رأيه بان سامي الجابر اسطورة الكرة السعودية !!<LF><LF>غريب امر محبي ماجد<LF>طريقتهم في تسويق نجمهم المفضل تجاوزت المعقول<LF>الاّ بالقوة تبون ماجد الاسطورة !! https://t.co/Big9SesH6z,surprise,no,
7796,RT @LED0_10: اعلام مرتزق وواضح اوي الحمله اللي ع النادي الاهلي <LF>#ترك_يشخلل_اعلام_يرقص,anger,yes,not_hate
6781,@HashKSA Mood<LF><LF>#منصور_الرقيبه توك طالع من السجن وشكلك بتعود له مره ثانيه. هذي اخرة التغطيات والفلسفه رح سو دعايات للبن بدون ما تتهم باقي التجار بالغش . مو تسوي دعايه وتنكب نفسك واللي سويت له,anger,yes,not_hate
5563,*••<LF>لا ترهق نفسك بالتفكيرِ كيفَ و متى ؛ ثِق بتدابير الله ؛ واستقبل يومك باطمئنان💛<LF><LF>#تصبحون_على_ما_تتمنون <LF>#تصبحون على واقع #جميل باْذن الله <LF>#الوضوء #وسورة الملك ♥️,confidence,no,
867,و يا ريتها كانت بتقدم حاجة كويسة مع الشغف و الحماس دا كله ، كسم الضحك كل ما اتذكر عروضها المتناكة بموت من الضحك ، لغة ركيكة و مبتذلة ، جهل تام باي شي هي بتقولوه ، و بتذكرني ببتاعين الادب الحديث و لا الفن التجريدي الزبدة انه الرينج بتاع الحاجات دي و بتاع التعبير عن الذات,surprise,yes,not_hate
2974,مصير غير معروف لطلبة السادس ❌<LF>اصرار التربية الغريب على أداء الامتحانات في ظل ظروف غير طبيعية اعتبرتها جميع الدول بالمهلكة واستهزاء باراوح أبنائنا الى متى؟؟ #التاجيل_حقنا_احسموا_امرنا <LF>@firasalsarrai @alialkhalede,anger,no,
7854,@0_0Karbalaei @mao_ceh @RamRm_Rm @iqiq_i @AN_90MS @Dr2Os @Taee77 @s20nh @aItaee_2000ma @x3liix__ @Karrar31103419 @zainab19a2 @mareamiraqe @SandiNIssaq1 @rawan_eng96 @ma_na_r7 @ibrahimmuhsen93 @Norman111444777 @Oixz30 @M30od1 @BTS_967 @Almusawi_M_H @6taat وشحده لايحجي نشك حلكه الضاهر مضغوطين من الحشد وبكيفنة احنه ارجعنه العراق الحيلة الملعب انه تحياتي الدولة الاسلامية والعراق بلدكم الثاني واهلن وسهلن ولي يفك حلكة ويه كل ايراني نخسف بي الكاع,anger,yes,not_hate
5093,RT @_Mo_o0o: #فايق_وزاهر_اعلام_عاهر<LF>كلاب المال,anger,yes,not_hate
5433,@o5xp6hiF1nGSlnO @vivalalgerie7 يخي تفه يخي كان أويحيى مشبعكم رخس و بايل عليكم أكثر من عشرين سنه و كنتوا فامكم مكممة و اليوم كي لقيتوا ليسمعكم ويقيمك كبشرية نبتلكم السنة و و رجعتوا تعرفوا تسبوا يخي حالة إذا أكرمت الكريم ملكته و إذا أكرمت اللئيم تمرد ....<LF>روح تلعب بعيد روح راك كثرت الهدرة رووووووح,anger,yes,not_hate
541,وهمساتكِ `ʼ`ʼ`ʼ<LF>يا حلوتي؛؛؛؛؛ <LF>نغمةً «»» «<LF>عجزت عن „“„“<LF>تلحينُها ^^^^<LF>الأوتارا ¬~¬~<LF>تُعزف ؍؍؍؍<LF>لحناً ٬٬٬٬٬<LF>فيغرقَ &lt;&gt;&lt;&gt;<LF>الوتر في ***<LF>هواها `````<LF>وحينَ …… <LF>تهمسين،،،،،، <LF>يا ست نساءِ ••••<LF>تُتلفَ جميعَ ؀<LF>الاوتارا ؁<LF>#عينيك_جنوني<LF>#أحبك,love,no,
5195,@SaudiNews50 يارب تنكسر فاتوزتي وارتاح من هم الدين <LF><LF>تكفووووون ساعدوني عليها بما تجود به انفسكم <LF><LF>فانوره صادره من وزارة العدل محكمة التنفيذ<LF><LF> 1922131160<LF><LF>(( ربي مسني الضر وانت ارحم الراحمين ))<LF><LF> ((الدال على الخير كفاعله ))<LF><LF> 🔻قف دقيقه هنا 🔻 https://t.co/rbU2ruWOTx,anticipation,no,
1132,خليكوا فاكرين ان الي مشغلكوا دلوقتي او بعدين كده كده هيمشي في يوم من الايام وهترجعوا تاني تستعطفوا الجماهير وتحاولوا تعيشوا في دور الحيادين والناس المحترمه بس احنا مبننساش هو ملبسكوا في حيطه اصلا ومعريكوا قدامنا وحسابكوا بيتقل وبكره نشوف مين الي هينتصر يا مرتزقه<LF>#سيف_وفايق_مرتزقة,anger,yes,not_hate
8375,RT @gahaaf2014: @hmedx1 الله أكبر <LF>الموت لامريكا <LF>الموت لإسرائيل <LF>اللعنة على اليهود <LF>النصر للإسلام,disgust,yes,hate
8286,@Bol3z__Q8 اذكر اول ما بدأ الهجوم الامريكي على العراق <LF>طلع المقبور في التلفزيون و القى خطاب مال ميانين و اغبياء <LF>يشرح الحمار شلون يقاومون الامريكان,disgust,yes,not_hate
3390,#حرق_ون_بيس <LF><LF>فانز لاو كل الإحترام و التقدير لكم رغم معرفتكم إن شخصيتكم بتودع قريباً الا أنكم صاملين ! فانز يضرب فيه المثل بالوفاء . https://t.co/gAOHdpgSAj,love,no,
6500,مبروك للجنه التحكيم ولحكامها انهم اهدوا الدوري انهاردة للاهلي عشان يريح لاعيبته ويجهزوا للبطولة الافريقية انما احنا نفضل نعافر لاخر مباراة عشان ناخد المركز التاني ونروح نفقد البطولة الافريقيه ،،، طب عايزين يتخصم اي نقطه بقي من الفريق شكلنا هنروح نكسر اتحاد الكورة ده 😡,anger,yes,not_hate
2962,@soutaljazeera هذا خطه وزاره العمل التنمويه اي سعودي لازم يلحس الارض من الفقر,anger,no,
4155,@gorab_mohamed ربنا يرزقك ويجبرك ويوفقك ويراضيك يا حبيبي⁦❤️⁩,love,no,
3259,فهمنا انو البطرك بيحمي موقع الرئاسة لأنو مسيحي<LF>حتى لو كان شاغل هذا المنصب قاتل و إرهابي كمان بيحميه فقط لأنه مسيحي؟؟<LF><LF>شو هالحلقة الشيطانية التي ندور فيها بهالبلد؟؟<LF><LF>حماية البطرك للمنصب المسيحي الذي يشغله عون هو إعطاء غطاء لداعش الشيعي بكل بساطة<LF><LF>و الكلام ينطبق على أي مرجعية دينية,anger,yes,hate
5722,اشكر الدنيا لأنها جابت لي شخص عن عالم اشكرررها❤️❤️❤️❤️.,love,no,
8459,RT @no_faqrawih: سوالف مخبل ..<LF><LF>عارفين ان فريقهم الاصفر ما يشرف .. https://t.co/SyR2FbdjnL,pessimism,yes,not_hate
2583,فيه عوائل يحطمون أطفالهم بالكلام ويطقطقون عليهم ويحبطونهم من جميع النواحي ،وبعدين يقولون ليش ولدنا مو مثل ولد فلان يتكلم بطلاقه أو موهوب! <LF>لأن فلان مايحطم ويكسّر مجاديف ولده وثم يبيه يصير موهوب وفلان إذا تكلم ولده يسمع ويهتم له وكأنه بيحل قضيه معقده,neutral,no,
2813,الإمارات أول دولة خليجية وثالثة دولة عربية وتاسع دولة إسلامية في مقدمتها تركيا والدولة 158 عالميًا من أصل 192 دولة تعترف بالعدو الاسرائيلي، والسؤال ليس كيف وصلت الإمارات للتطبيع بل كيف تصالحت 82% من اجمالي دول العالم مع إسرائيل رغم ما تمثله من احتلال لا يمكن التصالح معه أخلاقيا؟,surprise,no,
6835,ضحكاتك أحس أنها تعانقني تسولف لي <LF>وأنا ضايع ما بينها وبين صوتك ..,love,no,
7619,@BadrFAlSaud @iRaeDev نحتاج ان تطلقون قناة خاصه عالميه وتعملون افلام وثائقيه تبرز حضارتنا وتراثنا لجميع دول العالم ولها اهلها من المختصين بالترجمه.,anticipation,no,
5174,اوعي تسكت علي اعلام لا يهمه سوي المال <LF>سيف زاهر عضو اتحاد الكوره السابق ، اتحاد الكوره الي خرج بأكبر فضيحه في تاريخ كره القدم المصريه خليك ايجابي واعمل منشن لاصحابك وخشلهم برايفت خليهم يعملوا unfollow <LF><LF>@seifzahersocial<LF>@IbrahimFayek<LF>#فايق_وزاهر_اعلام_عاهر,anger,yes,not_hate
6073,ويلحق نفسو قبل مايجي وأقسى عليييه,anger,no,
3586,ياجماعه توني مبلش مشروع مسابيح لحد يقصر ❤️❤️ https://t.co/ZMBSJuQyRg,optimism,no,
7552,Follow Me in Snapchat<LF>تابعوني بـ حسابي بالسناب👻<LF>كل شي حصري ومفيد<LF>ادوات،برامج،حلول مشاكل أجهزة ابل<LF>بأسرع وقت،<LF>تخطي ايكلاود والكثير 😌<LF><LF>هنا مهدد بـ الإنقراض اي تغريدة فيها ادوات او مخالفة حظر لحسابي يعني رسمي مؤقت ونرجع اقوى من قبل 😊<LF><LF>رابط للإضافة السريعة<LF>https://t.co/lB3h2VUlNb https://t.co/umXvu7To2R,anticipation,no,
5768,RT @taleen_hajjar: تاريخ غدر و فتنة <LF>#جعجع_راس_الفتنة https://t.co/iPbcLpSfr2,anger,yes,not_hate
7482,ابي خااال جاد الان يقابل 🌚<LF><LF>يكون مبادل نحيف  وعنده بمكان<LF><LF> #مبادل_جده,anticipation,no,
2630,لمن يحتاج علاج نفسي عن طريق الجلسات النفسية وتكون ظروفه المادية صعبة نتيجة فقر او عدم وجود عائل يصرف عليه فأنا أتكفل بعلاجه عندي في العيادة بدون أي مبلغ مادي ولوجه الله.<LF><LF>للتنسيق عبر الواتس : ٠٥٠٤٤٥٣٥٢٦,neutral,no,
7048,إن للطبيعة سِحرٌ وجمالٌ ربانيٌّ برؤيتها تَهدَئ النفس وتُريح الأعصاب ومبعث للسعادة 🌷<LF> 👈 الآن نفخر بأن نقدم لكم السعادة والجمال <LF>بأروع التصميمات العصرية المميزة✋<LF>وبأفضل إستغلال للمساحات المتوفرة 👌<LF>بأقل تكلفة ممكنة 👍<LF>تواصل👇<LF>https://t.co/52O8jwmwBK https://t.co/eooty55T9h,confidence,no,
5621,@IttiMania طموحي فريق ممتع .. اتسلى وانا اشوفه يكون عندي ثقه بالمنافسه وبالفوز وبعدها اتمنى البطولات 🏆 🐯,optimism,no,
5036,حافظوا على سلامتكم ، وأتبعوا التعليمات ، فالوضع الوبائي كارثي ، وعلى الجهات المعنية وضع حد لأسعار الكمامات والقفازات وفيتامين c والمطهرات في الصيدليات ، هناك زيادة للتسعيرة واستغلال للمواطن بشكل كبير .<LF><LF>حفظ الله الجميع,fear,no,
1080,RT @m0hassa: حسابك عاوز تكبره ...؟ ضع رتويت ونقطه ونهجم عليك بالفولو❤,anticipation,no,
4283,@sam6hfc @tamimsarmy @saaarah25 @BoFahad_Qatar @ahjh_althani @jaberalharmi طيب القطري غبي ، بس في اغبى منه اللي بروح ويستأنف في نفس المحاكم!!🤣 وفي محكمة بابا قصة اخرى من الدلاخه 🤣🤣<LF><LF>لاصرت حر تعال ناقش اما للحين انت وماتملك من مال وعيال ملك السلول ، بالتبعية <LF><LF>والحين ارجع الزريبه اللي طلعت منها،لايجيك ابومنشار يقطعك https://t.co/ibtYdrCAYD,disgust,yes,hate
2085,@Ibn_Yemen2020 @samy_1294 أمريكا قتلت الهنود الحمر واحتلت بلادهم,neutral,no,
2452,آبار الحياة حياة للملايين في أفريقيا<LF><LF>قال اﻟﻨﺒﻲ ﷺ <LF>( ﻟﻴﺲ ﺻﺪﻗﺔ ﺃﻋﻈﻢ ﺃﺟﺮا ﻣﻦ ﻣﺎء ) حسنه الألباني <LF><LF>للتبرع<LF><LF>⬇️⬇️<LF><LF>https://t.co/RK2YLsZuql<LF><LF>للتواصل<LF>جمعية آفاق الخير الكويتية<LF>97294994<LF>22540525 <LF><LF>اشترك معنا في فريق الدال على الخير <LF><LF>⬇️⬇️<LF><LF> https://t.co/93kUtf3LKT https://t.co/Nvs2n2dIJw,neutral,no,
4966,إلى متى نناشد يا وزير التعليم ،،<LF><LF>إلى متى وشهاداتنا تربوية !!<LF><LF>إلى متى تجميد أقدمية !!<LF><LF>ألا توجد حلول لنا !!<LF><LF>هل من الصعب على وزارة كالتعليم ،،<LF><LF>إنهاء موضوعنا ؟!!<LF><LF>ما زال الأمل بالله ثم بكم <LF><LF>@minister_moe_sa <LF><LF> #خريجات_التربية_ضحايا_الشورى_والتعليم,pessimism,no,
2023,🚨 عاجل <LF><LF>الاتحاد الآسيوي يعلن بشكل رسمي عن تأجيل مباريات التصفيات المؤهلة إلى كأس العالم 2022 وكأس آسيا 2023. 🏟❌<LF>بسبب 👇<LF>استمرار تفشي فيروس كورونا في دول القارة 🌏 https://t.co/J3dTp1Tw9w,neutral,no,
5826,@Ahmed__shfc شكل سلمان الفرج جاينا 🔥🔥 سواها ابو الوليد😍😍😭,optimism,no,
6773,هذي انا والله اي احد يغثني ارفس فيه لين يكره نفسه خاصةً الزباله اللي طول الفلم يجلس على جواله ويرفع على الاضاءه https://t.co/kz0Torbyo1,anger,yes,not_hate
226,وش اسوي في غرامك يا غناتي جعل ربي يغفر : لـ قلبن تعنا  أنت و الشيطان خربتوا صلاتي هو يشدّ القلب منا .. وانت منا !,love,no,
1013,@meer5l اول مره اشوف ناس تحب صوره وهميه,surprise,no,
1929,@Noonyelkenawi الف سلامة عليها نورة ربنا يتم شفاءها علي خير يارب ❤️,optimism,no,
6221,حتى أسمي بنبرة صوته أحلى 🤷🏻‍♀️💜,love,no,
5251,@Dhahi_Khalfan هذا زمن العار لا مشكلا انت واسيادك يوم القيامة ستكنون وقود جهنم النار التي ستحرقون بها نحن بأنتظار هذا اليوم,anger,yes,not_hate
1404,RT @sireen_ghaith: بدعس بنص قلبك!!!<LF>ياخي أكيت من هيك عصبية فِشْ فِشْ😍<LF>تخيّلوا الدعسة معي😂❤️👌<LF><LF>#نادين_نسيب_نجيم,love,no,
2179,محتار في تلميع سيارتك؟<LF><LF>سلمها لـنا وأمورك في السليم😌<LF>شركة أكسبرس واش <LF>خيارك الصحيح 👌🏻<LF><LF>للحجز والأستفسار تواصل واتس اب <LF>0500060245 📞 <LF>#الرياض #غسيل_متنقل #تلميع_متنقل #مغسله_سيارات #غسيل_بخار <LF>#السناب #تم_القبض https://t.co/AjNt5IvbYi,neutral,no,
697,@mmesmail83 والله دامك بالعقليه الخرويه دي النقاش معك حرام لاكن بايجي اليوم اللي تعرف انك كنت غلطان وبتدعم عيال الوسخه اللي دمروا الوطن العربي بكله,disgust,yes,not_hate
1124,RT @o_121212121: تعالو كلكم الحساب الي في البايو الدعم فيه 🔥🔥🔥🔥🔥🔥 تنوروني 😍😍😍😍 @o_121212111,anticipation,no,
3895,💙⿻<LF><LF><LF><LF><LF><LF><LF><LF><LF>لاصــــارت الدنيا زحام وجمهره ،،<LF>ابحث عن الحكمه بقدر المستطاع،،<LF> الصمت متعه في زمـــان الثرثره ،،<LF>واجمل حضور اتقان فن الأستماع......<LF><LF>#نبض_الامل_للدعم https://t.co/fKaYNVDJC4,surprise,no,
5950,مذبحة #صبرا_وشاتيلا هي مذبحة نُفذت قبل 38 سنة في مخيمي صبرا وشاتيلا للاجئين الفلسطينيين بلبنان، والتي هي من ابشع المجازر في التاريخ الإنساني، ارتكبها اليهود وعملاؤهم في لبنان واستمرت لمدة ثلاثة أيام .. https://t.co/dnjiFjW0bh,anger,no,
5110,RT @mohamed82401296: طب حتي خافوا ع شكلكم ادام أولادكم ولا الفلوس والرز عموا ضميركم قبل عنيكم #فايق_وزاهر_اعلام_عاهر,disgust,yes,not_hate
1778,شكله بدون مكياج ينباااث<LF>https://t.co/d7SUWjJMsZ,surprise,no,
5628,قريبا سوف تظهر الحقائق كما ظهرت دسائس خيمة القذافي وكيف تم الانقلاب على الشيخ خليفة بن حمد آل ثاني رحمه الله،ونشر بكاءه بحرقة وهو يردد في في نشرات الاخبار الابن العاق الابن العاغ صدمة كبرى لكل اهل الخليج في انقلاب غادر وبكذبة كبرى على اهل قطر في العقوق ومبايعة كاذبة بإعلام كاذب https://t.co/7sR4gK7wk4,disgust,yes,not_hate
2634,العمل الحر قد يكون مليئا بالتحديات بالذات في بداياته، مع منصة #بحر، تستطيع البدء بثقة وثبات. ابدأ بتصفح المشاريع واختر المشروع المناسب لك من خلال الضغط على قدم العرض،وفي حال تم قبول العرض يمكنك بعدها البدء بالعمل! خطوات واضحة وسهلة، ابدأ الآن  https://t.co/FMXDo8agYa https://t.co/CRq6CdU7YO,neutral,no,
3489,لا أحد بإمكانه تغييب مشهدنا وحنّا أطفال نردد:فلسطين بلادنا.. واليهود كلابنا قبل نعرف مفردة السلام اللي أشغلتونا بها، حنّا حتى الرديّ، نسمّيه يهودي، كوصف لا أبلغ منه، سلام ايش؟ إسرائيل ايش؟,anger,yes,hate
1037,RT @M__albugaily: لا أدري لماذا إذا ناديتهم يامصاروة يغضبون ؟<LF><LF>هل يريدون أن أناديهم مثلاً : يا إنجليز ؟,surprise,no,
2256,@WasemHabashneh ترى ع فكره هاد اللي بيحكى عنه زلمه,neutral,no,
5905,احلى صاحب هو الي كل اهلك يعرفونه ويحبونه تحس شوي وتضمونه ب شجرة العايله🥺.<LF> @mxhhra,love,no,
2613,الاهلي طلع بيان بيقول في رمضان صبحي خارج حسابتنا واللاعب ابلغنا برغبته في الانتقال لنادي بيراميدز!!,neutral,no,
313,@RTarabic كلب ينبح ههههههههه كدا خطين باللون الاحمر,disgust,yes,not_hate
2649,تسديد_القروض_بنكيه <LF>⁧#تسديد_قروض⁩<LF><LF>-<LF>⚠️لموظفون أرآمكو <LF>تمويل يصل لــ 42 راتب بنك الأهلي✅<LF><LF>__________💰💰💰<LF><LF>☎️للإستفسار والطلب تواصل. ⬇️<LF><LF>0500084780<LF><LF>👤أبو عبد العزيز<LF>—————-💰💰,neutral,no,
2281,#تـــسديـــد_القروض_بــنكـيــه<LF>سداد قروض<LF>الراجحي <LF>الأهلي يصل 20راتب<LF>وجميع البنوك <LF>ومتعثرات في شركة سمه<LF>في جميع المناطق<LF>الرياض <LF>جده<LF>مكه<LF>المدينة<LF>الدمام <LF>جازان<LF>ابو طلال/0533386017,neutral,no,
6321,ياخي يلعن الحكام ويلعن الڤار ف بلد وسخه زي دي,anger,yes,not_hate
2547,أسعى دائما لتذليل العقبات أمام كل باحث عن عمل في مجالي المحاسبة والمراجعة الداخلية، والفترة الأخيرة الفرص متزايدة وتصلني طلبات متعددة لتزكية مرشحين ومرشحات<LF><LF>لذلك إذا فعلا مهتم في الأمر بغض النظر عن خبرتك، ارفق سيرتك الذاتية من هنا⬇️<LF>https://t.co/hANbHci7V2<LF>انشرها وكُن سبباً !🔃❤ https://t.co/kOpvCOTOtI,neutral,no,
8147,لا تتوافقوا مع ذنب الشيطان<LF>فانه لا ايمان له<LF><LF>#الفتح_يرفض_المحاصصة,neutral,yes,not_hate
5132,بخصوص الحسكة، يا ريت حدا يجيب الخبر من مكان موثوق، ولا قناة محترمة عرضت الخبر، فقط قناة #العربية (اكذب قناة) والقنوات المصرية (قنوات اكذب رئيس) وبعض القنوات الخليجية الموبوءة، هؤلاء فقط من نقلوا الخبر وهم دجالون. وين الجزيرة وال CNN أو BBC أو أي اشي محترم؟ <LF> #انقذوا_الحسكة,anticipation,no,
2159,+ الحساب الشخصي البرايفيت لمعالي الوزير<LF>@HamadMAlSheikh,neutral,no,
3137,@Almuwadea يحافظ على الوحده من خلال النهوض بعدن التي خربتوها واعدتوها الى قريه سيحافظ على الوحده بمنع الفساد وانتشار الجريمه سيحافظ على الوحده من خلال اعادة ما دمرته الحرب فهمت والا نزيد. هذا هو فسادكم وفساد وحدتكم<LF>اما وان تريدونه يأتي ليقاتل نيابه عنكم فهذا ليس في قاموسه انتها زمن السرق,disgust,yes,not_hate
7314,مساكم الله بالخير<LF>وجمعة مباركة<LF>أوصيكم ونفسي بالتفاؤل<LF>فهناك مناسبة قادمة يحتفل بها الجميع<LF>وبطبيعة الحال لن ننسى أن نشارككم هذا الفرح - انتظرونا في #اليوم_الوطني_السعودي90 <LF>حتى الآن ٣📱وأكثر من ٣٠ 🎁في انتظار المتفائلين فقط❤️<LF>وللتذكير تابع @bassam4071 و@ERO4071 مع تفعيل التنبيهات🔔,anticipation,no,
3967,RT @LamehAad: لازم تعرف يا سيّد انك العدو الأول للانتفاضة اللبنانية<LF>#فإن_حزب_الله_هم_الفاسدون,disgust,yes,not_hate
1428,@LaylaaH1_ اسعد الله روحك التي تُمطر  جمال كـ عادتها ❤️ليلى,love,no,
6262,@HebaElNile_62 أما فلسطين التي دعمها الجميع وذهب الدعم لمليشيات تتخذ اسرائيل ذريعة،وماهي سوى أدوات تدار من إيران وتركيا لتقف ضدنا لا أكثر<LF>ولم تستنزف من أجل الأرض،بل من الشعب من باع الأرض،وعمل في بناء منازل باسرائيل<LF>ولو زالت اسرائيل لمات جوعاً<LF>لأن لصوص السلطة لن يكونوا عليه أحن و ألطف من اليهود,anger,yes,not_hate
2520,@gaymomopl1 شوفي مشكلته داخلياً ايش ميوله ايش وقفيه عند حده تراه صغير تقدرين تغيرين وضعه,neutral,no,
